Tweet,Date
"JUST IN: Vivek Ramaswamy compares the attempted assa*sination in Pennsylvania to Abraham Lincoln's assa*sination, says America was a ""hairsbreadth"" from a civil war.

The comments came while Vivek was speaking to the South Carolina delegation at the RNC.

""I think we came within",2024-07-15
"Gonna level with you man, if a civil war breaks out I don't really care? If my Republican neighbors wanna grab their guns and go to Texas to get bodied by a Predator drone, I'm buying their house on the cheap.",2024-01-25
It’s laughable when you hear the Lefties talking about Civil War lol? If it truly came down to it they’d lose big against real Patriotic Americans? It’s gonna be a scenario like Revenge of the Nerds or possibly something like Role Models! But with a Trans Twist lol,2024-10-17
"41% of US voters say civil war is likely coming in the next five years.

Follow: @AFpost",2024-05-07
"It also fails to account for the fact that it was not really a Civil War.

If two sides fight over control of a government, that's a Civil War.
The South didn't want to conquer the North, and passed over at least one prime opportunity to march on Washington and do so.",2024-02-28
"It’s not a civil war.

It’s States asserting their constitutionally protected rights to defend themselves.

I feel your passion and it’s great but we need to be very careful here with our rhetoric.

Democrats want us to turn this into something it’s not.

",2024-01-25
"No. Civil wars happen in societies with high social capital, where extended families, communities, or political movements are already organized and simply have to be mobilized. It's basically impossible for an atomized population to organize for conflict without being infiltrated",2023-08-15
Muslim immigrants in UK are gathering in many cities shouting Allah Akbar to hunt down British patriots. The civil war has begun.,2024-08-03
"That sound clip of @RepRaskin talking about “disqualifying” Trump after the election if he wins, and ushering in “Civil War” conditions?

It’s actually even worse than you think.

Raskin should be expelled from government.",2024-09-21
"Biden leaves office a disgraced war criminal but let’s make no illusions about where Kamala stands on Israel:

-Regular AIPAC speaker
-Compared Selma & US Civil Rights struggle to her pro-Israel activism
-Called BDS “anti-semitic”
-Co-sponsored resolution against Obama in support",2024-07-22
"‘VENOM: THE LAST DANCE’ was moved up to October 25 so the film didn’t get overshadowed by the U.S. elections.

(Source: https://variety.com/2024/film/features/politics-movies-hollywood-civil-war-election-year-1235944811/…)",2024-04-21
"https://x.com/JimFergusonUK/status/1816433393032221169…

Breaking: Major Alert. A container was delivered to Illegal Migrants...""the container had guns in it""

The Globalists are planning a civil war in the UK.

USA and Europe is next.

A sensible moderate Muslim lady points out why mass illegal immigration is",2024-08-06
"BREAKING:

 France is trying to bring back the civil war in Lebanon in order to protect Israel - Breaking Defense

France told members of the Lebanese government that it is ready to support the Lebanese Armed Forces (LAF) if they are deployed to secure the southern border",2024-06-23
"During the BLM riots in 2020, rioters tore down a statue of Christopher Columbus outside the MN State Capitol.

Tampon Tim responded by saying ""It was an act of civil disobedience"" and that the rioters had ""legitimate concerns around what they view as a genocidal monument.""",2024-10-14
"Sir Keir Starmer & Yvette Cooper have ordered a clampdown on social media, Tik Tok & Facebook. 

Starmer also criticised @elonmusk for saying in Britain that ""Civil war is inevitable"".

Perhaps Mr Musk should suspend every Labour Minister, MP & organisation from the platform?",2024-08-05
"Rep Jamie Raskin says Congress will stop Donald Trump on J6 using the 14th Amendment and create “civil
war conditions”

These uniparty snakes are the greatest threat to our country that’s ever existed

And they won’t give up power without a fight",2024-08-05
"I honestly believe there's a global civil war coming. 

The woke globalist communists are using open borders, cheating in fake elections, arresting law abided citizens, arresting innocent patriots, and letting illegal murders, rapists, and criminals go free.   

Soon - good,",2024-08-25
"“Why hasn’t there been any research over the past 3 years which compares the immune systems of individuals who received various doses of the ‘Covid Vaccine’ with those who are unvaccinated…” 

This hasn’t happened because there would be a Civil War.",2024-07-01
"This is a civil war sequence:

1. Immigrants riot
2. Police do nothing
3. 2nd Gen immigrant kills 3 girls
4. Native brits riot
5. Police viciously suppress native Brits
6. Armed immigrants attack native Brits
7. Police do nothing

People theorize, this is how the real thing
1/",2024-08-03
"ate two chick fil a biscuits right before class today and felt like i was fighting god, couldn’t take off my hoodie bc i accidentally wore a shirt commemorating a civil war battle that had a confederate flag on it (next to an american flag! but still!)",2024-10-17
Excellent news,2024-10-17
".@PeterAlexander: ""What do you say to the people of Arizona right now who are witnessing a law go in place that dates back to the Civil War era.""

President Biden: ""Elect me. I'm in the 21st century.""",2024-04-10
"Let me explain it to you like you're 5 years old with a learning disability.

The Civil War you imagine and fantasize about isn't going to happen the way you think. There won't be ""front lines"", there probably won't even be an insurgency, not in the beginning, anyway.

What",2024-06-05
"JUST IN:  Elon Musk says a ""civil war is inevitable"" in the United Kingdom.",2024-08-04
A CIVIL WAR IS COMING  #AEWDynamite #prowrestling,2024-10-17
"@repraskin you should be removed from the US Congress. You are a pathetic American. Civil War conditions? No peaceful transition of power? Really?

@kamalaharris needs to denounce this coward immediately.",2024-10-17
Because he delivers.,2024-10-17
DoD shreds all remaining constitutional protections from Posse Comitatus Act in anticipation of post-election Civil War 2.0   – http://NaturalNews.com,2024-10-17
"""Hall's Narrative contributed to the Wesleyan anti-slavery campaign at a crucial time early in the American Civil War, and also represents a significant moment in Welsh history as it was the first autobiographical account of a self-emancipated Black man to be published in Wales.""",2024-10-17
#18deOctubre,2024-10-17
"this country is apparently rushing headlong into either tyranny, chaos, or civil war 
and way to many ppl are not even thinking about what they are supporting",2024-10-17
"Slavery was NOT the cause of the Civil War.

It was the EXCUSE.

The cause was the banking cartel plans for financial domination in the new colonies and the undoing of Andrew Jackson’s work to decentralize banking.",2023-12-28
bruce on a yacht somewhere with selina while a mob civil war is going on,2024-10-17
"Islamists from @5PillarsUK are openly talking about how to overthrow the British gov. & establish a Caliphate

The plan is either to infiltrate the Army & convert its top generals to pave the way for a military coup or just a regular jihadist civil war
",2024-04-28
Sudan’s civil war fueled by secret arms shipments from UAE and Iran,2024-10-15
"I will say compared to middle aged spidey, freedom fighter avengers, teenage girl X-men, and civil war black panther mind controlled Wolverine feels the least creative idea for the new ultimate line",2024-10-17
"Concern many aware observers share is that Ukrainian War becomes a precursor to a larger conflict.
Few think of the Spanish Civil War, but both Soviets & Nazis used this conflict to hone technologies & tactics for an upcoming world war.
Drone warfare has changed the battlespace.",2024-10-17
Learned this in Cincinnati today.  700 Black men defended Cincinnati in a Civil War Battle. The history is told on this Cincinnati River walk.  Did you know?,2024-10-17
"Please invest 25 mins of your time to watch this and understand the US proxy war in Ukraine. Obama, Biden, Clinton, Nuland and the CIA staged a coup in Ukraine which launched a civil war.

The ethnic Russian population of Ukraine refused to accept the unelected leaders chosen by",2024-06-23
"NEWS YOU CAN USE: CIVIL WAR STARTED THE DAY BIDEN STOLE THE WHITE HOUSE FROM TRUMP!

THE PLAN:

Stage a COUP on November 3, 2020.

REVERSE PREVIOUS ADMINISTRATION'S IMMIGRATION POLICIES.

OPEN THE SOUTHERN BORDER.

Import the replacement population.

Pay them to live here.",2024-04-19
"Unpopular opinion. 

George Washington was British and the revolutionary war was just a British civil war. 

America didn’t “beat” England in a war.

English people unhappy with the administration beat other English people then established then own government.",2024-09-29
I think Musks read of the situation in the UK is wrong - civil war is very unlikely - but what I object to more is the virulent immune response from the British establishment. They demand a monopoly on narratives and are incensed at some uppity yank with money just speaking to a,2024-08-05
Civil war,2024-10-17
"Trump on the Civil War. Worth watching because it’s revealing.

Trump rambles on about how the situation could have been negotiated. But the one word Trump never utters is slavery. It never occurs to Trump that the fact the war ended slavery is…important.",2024-01-06
"Actor Jon Voight scolds his daughter Angelina Jolie for criticizing Israel’s military strategy:

“I’m very disappointed that my daughter has no understanding of God's honor (…) This is war. It's not going to be what the left thinks. It can't be civil.”",2023-11-07
"""J. R. R. Tolkien and the Spanish civil war"" by José Manuel Ferrández Bru",2024-10-17
"Gideon Pillow was a confederate politician. He's often listed as one of the worst generals ever. 

Do I think he'd be successful at his job (winning a second civil war)?
No

Do I think he'd be successful in doing what he did when he was alive (getting dumbass racists killed)?
Yes",2024-10-17
I played as Argentinian Hitler in 1936 after a German civil war.,2024-10-17
Civil War is coming. This is Blackburn.  (,2024-08-03
"Reading about American Civil War: “As I go through this traitor country...two impulses are struggling in my heart, one to lay waste as we go-like destroying angels, to kill & burn and make the way of the transgressors hard-the other is to wage a civilized warfare.”An Ohio soldier",2024-10-17
If we don’t have a civil war by Election Day I’m gonna stop trusting y’all.,2024-10-17
Do they think killing him will turn out well for them? This is a faster way to ignite the civil war I promise you!,2024-09-15
"Don't make jokes about Hamas , just pretend that they're not Muslims these people are fighting for a just course against a superior peer,it's just like the civil war but this time the oppressor don't even want people from your region alive,is like blaming ojukwu for Biafra war .",2024-10-17
"The only reason they are letting in so many undocumented migrants is so we can exploit the cheap labor, didn’t we fight a civil war to end this?",2024-10-17
"Even if voters unquestionably elect Donald Trump as President, no matter the margin, and even if the election is universally accepted as free and fair, top Democrats are calling on Congress to block certification of the results, and prep for civil war.",2024-08-05
"Are we heading to a Civil War?
https://pro.paradigmnewsletters.org/p/awn_electionmeltdown49_1024/PAWN4A03/?s1=670162b75c7eb627e5539639&s2=671171c12dc67f618efe68f7&h=true…",2024-10-17
"Civil war this civil war that , war crime this war crime that",2024-10-17
Let's have a drink.,2024-10-17
One more picture of RP-46 7.62 machine gun used in Liberia during Second Civil War (Early 2000s).,2024-10-17
Batman while Gotham gets ripped apart by an Italian mafia civil war,2024-10-17
"Threats of Civil War and Accusations Of Treason: Trump, His Reichsbishof, and Those Ready to Kill in his Name",2024-10-17
"My mentors for life and its journey are people in their 70s, 80s, and 90s. From them, you learn a lot about life happenings, Nigerian politics, the civil war, etc.",2024-10-17
"He has grown so much, i remember he was so Young in Civil war who just got the Biggest Comic Book Character to play, his childhood wish now that He's been Spider-Man so long he wants to do Character justice every Appearance he makes

That's why Tom is my Favourite Spider-Man",2024-10-17
Civil War (2024),2024-10-17
"The Civil War began on 04/12/1861 (329 day Total)
4/12 = 412
412 + 329 = 741
Lucifer = 38 English Full Reduction (FR)
38th triangular # = 741

From 04/12/1861 to 05/26/1865 was 4 years 44 days (444)
Lucifer = 444 Sumerian cipher

From 04/12/1861 to 05/26/1865 was 4 years 6 weeks",2024-10-17
You got it!! Never in the USA! We'll be in another civil war 1st!!!,2024-10-17
Groyper War 2.1 update: With the Turning Point front in shambles a civil war has broken out between the Albanian groypers led by Zherka and the African groypers led by @fag and fed. Nick publicly thrown his support behind the Albanian faction alienating the African groypers.,2024-10-17
Trying to spark a civil war,2024-10-17
"""from the directors of CAPTAIN AMERICA CIVIL WAR... AVENGERS INFINITY WAR... AVENGERS ENDGAME... the gray man...""",2024-10-17
the black civil war ,2024-10-17
"Couldn't expect less from this vile, disgusting, antisemitic POS Hinkle.",2024-10-17
Civil war versi wayang,2024-10-17
"Let’s recap how the Harris/Biden presidency is going: 

Potential Civil War: 
1. Venezuela 
2. England

Potential Nuclear War:
1. Israel
2. Iran
3. Ukraine 
4. Russia 

Potential stock market collapse:

1. US 
2. Japan 

The media.",2024-08-05
"Precisely the sort of pro civil war material the MSM narrative machine is working hard to create:
Threat letters delivered to Trump supporters in Pa",2024-10-17
True Iranians are celebrating his death.,2024-10-17
Translation : India should also go into a civil war to throw Modi out....,2024-08-05
otf been engaged inna brutal civil war over the better fusion for like 3 days,2024-10-17
The Real Reason Behind the American Civil War https://youtu.be/E_rV6QGjRmQ?si=FY9xRjJDiNvUuVld… via @YouTube,2024-10-17
I have a lot of information and indications that Israel will destroy America from within. One of the strongest possibilities is civil war + the spread of terrorist organized crimes. Israel currently controls the US armed arsenal and this is just what it wants.,2024-10-17
If we have a civil war they should give everyone a nuclear missile,2024-10-17
Civil War - Official Trailer (2024) https://youtu.be/52jMKljc7J8?si=bMcqJAyo_YO_GQxR… via @YouTube,2024-10-17
"Let's be crystal fucking clear here.

Trump wants to deploy the US military against his political rivals.

The right has been making thinly veiled threats of civil war for the last decade.

Trump supporters repeatedly say shit like ""kill all communists"" in reference to the left.",2024-10-17
"I may believe in Western supremacy but I am against Western imperialism

as a half Salvadorian I'll never forgive the rotten Western powers for the bloody civil war that my family in El Salvador had to endure that having good intentions doesn't always make you the good guy",2024-10-17
It would lead to civil war if they murder the vice president Rigathi Gachagua. What the hell are they thinking?,2024-10-17
"Muslim gangs have taken to the streets looking to fight British protesters.

You thought they would assimilate but they'd rather start a civil war.",2024-08-03
BREAKING: U.S. Military Authorized to Kill Americans – Ron Paul Warns of Looming Civil War Under New DoD Directive! VIDEO,2024-10-17
"America Is So Ready for Kamala Harris If They want a end of our Constitutional Republic. And a start of Civil War, then yeah.
https://share.newsbreak.com/96s9eu8a",2024-10-17
"I still cant believe that at the end of the day, the US system, a system that survived Civil War, World Wars and Great Depressions, is teetering on the point of collapse because people are besotted with Donald Trump.",2024-05-31
"On Trump’s life. Since President trump won the election in 2016, the Democrats have been trying to kill him, execute him, overthrow his government and stole the 2020 election.
  America is at the precipice of electing him again or entering into a bloody Civil War.
 Pg6",2024-10-17
"November 5, the citizens of America will choose a President to lead them into more chaos and ruin and a Civil War, or a President who has already proven he loves America first and knows how to MAGA. 
  The Woman candidate cannot walk and chew bubble gum at the same time. Pg7",2024-10-17
I’m convinced the next American civil war is going to start over a small-town Facebook group dispute ,2024-10-17
"You want to know how a real civil war starts? 

You’re watching it on the Texas border. 

Federal Courts will rule the feds run the border. 

The feds under the control of The Biden Crime Family and its criminal cartels are NOT going to let Texas ‘get away’ with this direct",2024-01-12
Classic divide and rule and the cultists who planned this very situation with mass unchecked immigration to trigger civil war lift another glass of the finest claret and guffaw into their glasses. I have warned this was coming for decades - all long planned - and here we are.,2024-08-03
"Rioters burned the American flag in America’s capitol today, then flew the Palestinian flag over Union Station. Do you think more of this behavior will lead to some version of a civil war?",2024-07-24
Thank god MAGA aren’t delusional psychopaths otherwise they would totally use this as pretext for a civil war.,2024-07-13
Neo hero arc and civil war arc are gonna pop tf off,2024-10-17
"Look at this fat, soft, weak man who needs ketamine to deal with his “feelings” barking from his soft surroundings begging for a civil war.

Why does @Tesla still allow this man to be associated with them?  Why does the US Govt still contract with this guy who think civil war in",2024-08-05
If the civil war breaks out I know exactly which two Jack asses I’m making a bee line for in St. Louis,2024-10-17
the civil war of the blacks and i will be celebrating that day!,2024-10-17
@SpeakerJohnson Raskin has been talking about civil war. Is this why they got permission to kill American citizens? We the people pay everyones salaries involved in this plot. I'm so sick of the corruption! I pray God will deliver us from the evil & the wicked. When the righteous,2024-10-17
"""Furries vs gamers civil war of 2020 tiktok""",2024-10-17
BREAKING: U.S. Military Authorized to Kill Americans - Ron Paul Warns of Looming Civil War Under New DoD Directive! VIDEO,2024-10-17
Will there be a Civil War in Britain in the next 5 years?,2024-07-18
"Elon Musk has clearly helped fan the flames of the UK’s civil unrest. Accounts he unbanned are inciting violence. Musk himself has posted “civil war is inevitable”.

The far-right is emboldened. That could *easily* blow up in their faces. ",2024-08-05
"No responsible government that governs a multicultural and tribal nation that has fought a civil war will ignore daily and increasing tribal warfare among its citizens on social media

Unless the government itself sponsors that tribal warfare",2024-08-30
"The Deep State formed an alliance with the Democrats to take over America. They import millions of illegals and turn kids into LGBTQ because both groups overwhelmingly vote for Dems. They destroy America to rule America, forever. The civil war has begun and the Dems started it.",2024-02-03
"Starmer attacks Musk over claim that UK civil war ‘is inevitable’

Sir Keir Starmer says there is ‘no justification’ for billionaire’s comments, stressing that rioters ‘do not speak for Britain’

Who's right? Musk or Starmer... ",2024-08-05
"UNC Chapel Hill was literally built by enslaved people and would not admit their descendants until forced to do so by the courts a century after the Civil War, and still does not enroll Black people proportionate to their state population. Republicans want to kill diversity",2024-04-18
"Well, 
We’ve been warned 
If Trump is removed from the ballot 
MAGA will civil war 
And unlike the other 921 times they were going to civil war 
This time 
They really, really, really mean it!",2023-12-29
"Orwoba says in 2007 during the start of civil war she was pregnant and she ""thinks"" it a coincidence that she's pregnant even now.................",2024-10-17
"Decades before the American Civil War and 13th amendment ended slavery in the US, Britain passed two anti-slavery laws: the “Slave Trade Act 1807” banning the slave trade around the empire, and the “Slavery Abolition Act 1833” which officially made it illegal to own slaves.",2024-10-17
The Civil war has begun #AEWDynamite,2024-10-17
How the American Civil War Happened - Road to the War https://youtu.be/o96xUF5mjOs?si=iWbCw-eapgDcx2jP… via @YouTube,2024-10-17
Why do I feel that she was the one behind the creation of the film civil war ,2024-10-17
"For Columbus Day, leftist rioters vandalized the Abraham Lincoln statue outside the Chicago History Museum. Though Lincoln is regarded as one of the greatest American leaders for his role in leading the Union during the Civil War, leftists now call him a white supremacist.

In",2024-10-14
"Kamala Harris finally accepted an adversarial interview on Fox yesterday, and it went about how we expected it to. 

Also in this episode:  
 • Is the Biden-Harris administration preparing the military for civil war? 

• Italy cracks down on same-sex couples seeking to have a",2024-10-17
We're much closer to Civil War than most in polite society care to admit.  The Left would rather burn it all down than give up power.,2024-07-13
The left wants a civil war. Change my mind.,2024-07-24
“Global civil war” is just an amazing phrase,2024-08-25
Biden says he remains President and stays in the race despite of his deteriorating vegetable brain. The latest poll numbers indicate a landslide victory for Trump. The only way the Democrats can win with such a joke of a candidate is by cheating. Prepare for civil war or worse.,2024-07-06
Stand by for civil war.,2024-10-15
"Dear Football Twitter newbies,

Just a heads up—when we poke fun at rival clubs, it’s all in good humor. Seriously, don’t take it to heart. We’re here for the laughs, not to start a civil war. So, if you’re gonna act like overly sensitive politicians, maybe this isn’t the",2024-08-16
s6 Sam and Dean rlly don't give a fuck about castiels literal civil war,2024-10-16
